"id","name","valueType","rank"
593,"Internet bandwidth","value","5.023"
2405,"GATS trade in services commitments (by member/sector): Educational Services - Primary education services","presence","5.023"
594,"Internet bandwidth","rank","5.023"
1881,"Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","value","5.024"
667,"Irregular payments and bribes","value","5.024"
2456,"Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Commission agents' services","presence","5.024"
92,"Can a married woman open a bank account in the same way as a married man?","value","5.024"
2520,"Applied regimes affecting market access for trade in services: Educational Services - Adult education","presence","5.024"
3939,"Finance","rank","5.024"
2408,"GATS trade in services commitments (by member/sector): Educational Services - Adult education","presence","5.024"
2942,"ICT use in business by location type: proportion of rural persons employed routinely using computers","value","5.024"
668,"Irregular payments and bribes","rank","5.024"
28120,"Employment in agriculture, male (% of male employment)","Percent","5.024"
88,"Can a married woman sign a contract in the same way as a married man?","value","5.025"
2516,"Applied regimes affecting market access for trade in services: Distribution Services - Other","presence","5.025"
28123,"Employment in industry, female (% of female employment)","Percent","5.025"
2970,"ICT use in business by location type: proportion of rural persons employed routinely using the Internet","value","5.025"
737,"Labor Market Efficiency","value","5.025"
3940,"Finance","dtf","5.025"
2459,"Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Franchising","presence","5.025"
738,"Labor Market Efficiency","rank","5.025"
2411,"GATS trade in services commitments (by member/sector): Environmental Services - Refuse disposal services","presence","5.025"
1882,"Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","value","5.025"
84,"Can a married woman travel outside her home in the same way as a married man?","value","5.026"
28124,"Employment in industry, male (% of male employment)","Percent","5.026"
2519,"Applied regimes affecting market access for trade in services: Educational Services - Higher education services","presence","5.026"
2979,"ICT use in business by location type: proportion of urban businesses placing orders over the Internet","value","5.026"
704,"Legal rights index, 0-10 (best)","rank","5.026"
2414,"GATS trade in services commitments (by member/sector): Financial Services - All insurance and insurance-related services","presence","5.026"
3941,"Branchless Banking - Agent banking index","value","5.026"
2462,"Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Secondary education services","presence","5.026"
1883,"Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)","value","5.026"
703,"Legal rights index, 0-10 (best)","value","5.026"
82,"Can a married woman travel outside the country in the same way as a married man?","value","5.027"
3942,"Branchless Banking - E-money index","value","5.027"
2522,"Applied regimes affecting market access for trade in services: Environmental Services - Sewage services","presence","5.027"
625,"Life expectancy","value","5.027"
2465,"Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Other education services","presence","5.027"
2977,"ICT use in business by location type: proportion of urban businesses receiving orders over the Internet","value","5.027"
626,"Life expectancy","rank","5.027"
2404,"GATS trade in services commitments (by member/sector): Distribution Services - Other","presence","5.027"
28121,"Employment in services, female (% of female employment)","Percent","5.027"
2407,"GATS trade in services commitments (by member/sector): Educational Services - Higher education services","presence","5.028"
28122,"Employment in services, male (% of male employment)","Percent","5.028"
2525,"Applied regimes affecting market access for trade in services: Environmental Services - Other","presence","5.028"
712,"Local supplier quality, 1-7 (best)","rank","5.028"
77,"Can an unmarried woman apply for a passport in the same way as an unmarried man?","value","5.028"
2941,"ICT use in business by location type: proportion of urban businesses using computers","value","5.028"
711,"Local supplier quality, 1-7 (best)","value","5.028"
2468,"Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sanitation and similar services","presence","5.028"
3943,"Movable Collateral - Warehouse receipts index","value","5.028"
2471,"Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Banking and other financial services (excl. insurance)","presence","5.029"
97,"Can an unmarried woman be head of household or head of the family in the same way as an unmarried man?'","value","5.029"
2528,"Applied regimes affecting market access for trade in services: Financial Services - Other","presence","5.029"
28111,"Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","Percent","5.029"
3944,"Movable Collateral - Doing Business - getting credit index","value","5.029"
709,"Local supplier quantity, 1-7 (best)","value","5.029"
710,"Local supplier quantity, 1-7 (best)","rank","5.029"
2410,"GATS trade in services commitments (by member/sector): Environmental Services - Sewage services","presence","5.029"
2945,"ICT use in business by location type: proportion of urban businesses using the Internet","value","5.029"
93,"Can an unmarried woman choose where to live in the same way as an unmarried man?","value","5.030"
729,"3rd pillar Macroeconomic environment","value","5.030"
2521,"Applied regimes affecting market access for trade in services: Educational Services - Other education services","presence","5.030"
28125,"Accounts (Bank, Financial, Mobile), female (% age 15+)","Percent","5.030"
2983,"ICT use in business by location type: proportion of urban businesses using the Internet by fixed broadband access","value","5.030"
2413,"GATS trade in services commitments (by member/sector): Environmental Services - Other","presence","5.030"
730,"3rd pillar Macroeconomic environment","rank","5.030"
3945,"Non-bank Lending Institutions - Microfinance institutions index","value","5.030"
2474,"Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other Human Health Services","presence","5.030"
2464,"Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Adult education","presence","5.031"
3946,"Non-bank Lending Institutions - Financial cooperatives index","value","5.031"
2416,"GATS trade in services commitments (by member/sector): Financial Services - Other","presence","5.031"
614,"Malaria cases/100,000 pop.","rank","5.031"
2985,"ICT use in business by location type: proportion of urban businesses using the Internet by mobile broadband access","value","5.031"
95,"Can an unmarried woman confer citizenship on her children in the same way as an unmarried man?","value","5.031"
28126,"Accounts (Bank, Financial, Mobile), male (% age 15+)","Percent","5.031"
2524,"Applied regimes affecting market access for trade in services: Environmental Services - Sanitation and similar services","presence","5.031"
613,"Malaria cases/100,000 pop.","value","5.031"
85,"Can an unmarried woman get a job or pursue a trade or profession in the same way as an unmarried man?","value","5.032"
2527,"Applied regimes affecting market access for trade in services: Financial Services - Banking and other financial services (excl. insurance)","presence","5.032"
595,"Mobile broadband subscriptions","value","5.032"
2981,"ICT use in business by location type: proportion of urban businesses using the Internet by narrowband access","value","5.032"
28127,"Mobile account, female (% age 15+) [w2]","Percent","5.032"
3947,"Markets","rank","5.032"
596,"Mobile broadband subscriptions","rank","5.032"
2467,"Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Refuse disposal services","presence","5.032"
2419,"GATS trade in services commitments (by member/sector): Health Related and Social Services - Social Services","presence","5.032"
79,"Can an unmarried woman obtain a national ID card in the same way as an unmarried man?","value","5.033"
2530,"Applied regimes affecting market access for trade in services: Health Related and Social Services - Other Human Health Services","presence","5.033"
2470,"Regional Trade Agreement (RTA) trade in services commitments: Financial Services - All insurance and insurance-related services","presence","5.033"
2969,"ICT use in business by location type: proportion of urban businesses using the Internet for accessing other financial services","value","5.033"
549,"Mobile telephone subscriptions","value","5.033"
3948,"Markets","dtf","5.033"
28128,"Mobile account, male (% age 15+) [w2]","Percent","5.033"
550,"Mobile telephone subscriptions","rank","5.033"
2409,"GATS trade in services commitments (by member/sector): Educational Services - Other education services","presence","5.033"
91,"Can an unmarried woman open a bank account in the same way as an unmarried man?","value","5.034"
678,"Organized crime","rank","5.034"
2959,"ICT use in business by location type: proportion of urban businesses using the Internet for delivering products online","value","5.034"
3949,"Producer organizations index","value","5.034"
2412,"GATS trade in services commitments (by member/sector): Environmental Services - Sanitation and similar services","presence","5.034"
2473,"Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Hospital services","presence","5.034"
28129,"Women participating in making major household purchase decisions (% of women age 15-49)","Percent","5.034"
2523,"Applied regimes affecting market access for trade in services: Environmental Services - Refuse disposal services","presence","5.034"
677,"Organized crime","value","5.034"
89,"Can an unmarried woman register a business in the same way as an unmarried man?","value","5.035"
661,"Pay and productivity, 1-7 (best)","value","5.035"
2949,"ICT use in business by location type: proportion of urban businesses using the Internet for getting information about goods and services","value","5.035"
28130,"Time spent in domestic work, female (hours)","Value","5.035"
3950,"Plant protection index","value","5.035"
662,"Pay and productivity, 1-7 (best)","rank","5.035"
2476,"Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other","presence","5.035"
2415,"GATS trade in services commitments (by member/sector): Financial Services - Banking and other financial services (excl. insurance)","presence","5.035"
2526,"Applied regimes affecting market access for trade in services: Financial Services - All insurance and insurance-related services","presence","5.035"
3951,"Agricultural trade index","value","5.036"
2418,"GATS trade in services commitments (by member/sector): Health Related and Social Services - Other Human Health Services","presence","5.036"
2951,"ICT use in business by location type: proportion of urban businesses using the Internet for getting information from general government organizations","value","5.036"
87,"Can an unmarried woman sign a contract in the same way as an unmarried man?","value","5.036"
2482,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - News agency services","presence","5.036"
720,"Prevalence of trade barriers","rank","5.036"
2529,"Applied regimes affecting market access for trade in services: Health Related and Social Services - Hospital services","presence","5.036"
28131,"Time spent in domestic work, male (hours)","Value","5.036"
719,"Prevalence of trade barriers","value","5.036"
83,"Can an unmarried woman travel outside her home in the same way as an unmarried man?","value","5.037"
561,"Primary education enrollment net %","value","5.037"
2963,"ICT use in business by location type: proportion of urban businesses using the Internet for instant messaging, bulletin boards","value","5.037"
3952,"Documents to export agricultural goods","number_of_documents","5.037"
2417,"GATS trade in services commitments (by member/sector): Health Related and Social Services - Hospital services","presence","5.037"
562,"Primary education enrollment net %","rank","5.037"
27961,"Global Gender Gap Political Empowerment subindex","Index","5.037"
2485,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Other","presence","5.037"
27960,"Global Gender Gap Political Empowerment subindex","Rank","5.037"
2532,"Applied regimes affecting market access for trade in services: Health Related and Social Services - Other","presence","5.037"
3953,"Time to export agricultural goods","number_of_days","5.038"
81,"Can an unmarried woman travel outside the country in the same way as an unmarried man?","value","5.038"
645,"Protection of minority shareholders interests","value","5.038"
2420,"GATS trade in services commitments (by member/sector): Health Related and Social Services - Other","presence","5.038"
2955,"ICT use in business by location type: proportion of urban businesses using the Internet for interacting with general government organizations","value","5.038"
646,"Protection of minority shareholders interests","rank","5.038"
2469,"Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Other","presence","5.038"
2531,"Applied regimes affecting market access for trade in services: Health Related and Social Services - Social Services","presence","5.038"
28132,"Literacy rate, adult female (% of females ages 15 and above)","Percent","5.038"
3954,"Cost to export agricultural goods","% income per capita","5.039"
180,"Can nonpregnant and nonnursing women do the same job-related tasks as men?'","value","5.039"
2967,"ICT use in business by location type: proportion of urban businesses using the Internet for internal or external recruitment","value","5.039"
28133,"Literacy rate, adult male (% of males ages 15 and above)","Percent","5.039"
544,"Quality of air transport infrastructure","rank","5.039"
2426,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - News agency services","presence","5.039"
543,"Quality of air transport infrastructure","value","5.039"
2472,"Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Other","presence","5.039"
2537,"Applied regimes affecting market access for trade in services: Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)","presence","5.039"
2953,"ICT use in business by location type: proportion of urban businesses using the Internet for Internet banking","value","5.040"
170,"Can nonpregnant and nonnursing women do the same jobs as men?","value","5.040"
2475,"Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Social Services","presence","5.040"
548,"Quality of electricity supply","rank","5.040"
2538,"Applied regimes affecting market access for trade in services: Recreational, Cultural and Sporting Services - News agency services","presence","5.040"
2429,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Other","presence","5.040"
3955,"Transport","rank","5.040"
28134,"Adult literacy rate, population 15+ years, gender parity index (GPI)","Value","5.040"
547,"Quality of electricity supply","value","5.040"
28135,"Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary","Percent","5.041"
179,"Can nonpregnant and nonnursing women engage in jobs requiring lifting weights above a threshold in the same way as men?","value","5.041"
2957,"ICT use in business by location type: proportion of urban businesses using the Internet for providing customer services","value","5.041"
579,"Quality of management schools","value","5.041"
2481,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)","presence","5.041"
3956,"Transport","dtf","5.041"
2432,"GATS trade in services commitments (by member/sector): Transport Services - Air Transport Services","presence","5.041"
580,"Quality of management schools","rank","5.041"
2539,"Applied regimes affecting market access for trade in services: Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services","presence","5.041"
176,"Can nonpregnant and nonnursing women work in construction in the same way as men?","value","5.042"
569,"Quality of math and science education","value","5.042"
2947,"ICT use in business by location type: proportion of urban businesses using the Internet for sending or receiving e-mail","value","5.042"
570,"Quality of math and science education","rank","5.042"
2540,"Applied regimes affecting market access for trade in services: Recreational, Cultural and Sporting Services - Sporting and other recreational services","presence","5.042"
2484,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Sporting and other recreational services","presence","5.042"
2425,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)","presence","5.042"
28137,"Barro-Lee: Percentage of female population age 15+ with secondary schooling. Completed Secondary","Percent","5.042"
3957,"Trucking licenses and operations index","value","5.042"
3958,"Time to obtain trucking licenses","number_of_days","5.043"
175,"Can nonpregnant and nonnursing women work in factories in the same way as men?","value","5.043"
541,"Quality of port infrastructure","value","5.043"
28139,"Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary","Percent","5.043"
2965,"ICT use in business by location type: proportion of urban businesses using the Internet for staff training","value","5.043"
2487,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Internal Waterways Transport","presence","5.043"
2428,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Sporting and other recreational services","presence","5.043"
2541,"Applied regimes affecting market access for trade in services: Recreational, Cultural and Sporting Services - Other","presence","5.043"
542,"Quality of port infrastructure","rank","5.043"
173,"Can nonpregnant and nonnursing women work in jobs deemed arduous in the same way as men?","value","5.044"
559,"Quality of primary education","value","5.044"
3959,"Cost to obtain trucking licenses","% income per capita","5.044"
2542,"Applied regimes affecting market access for trade in services: Transport Services - Maritime Transport Services","presence","5.044"
28136,"Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary","Percent","5.044"
2961,"ICT use in business by location type: proportion of urban businesses using the Internet for telephoning over the Internet/VoIP, or using videoconferencing","value","5.044"
2431,"GATS trade in services commitments (by member/sector): Transport Services - Internal Waterways Transport","presence","5.044"
2490,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Rail Transport Services","presence","5.044"
560,"Quality of primary education","rank","5.044"
171,"Can nonpregnant and nonnursing women work in jobs deemed hazardous in the same way as men?","value","5.045"
540,"Quality of railroad infrastructure","rank","5.045"
2545,"Applied regimes affecting market access for trade in services: Transport Services - Space Transport","presence","5.045"
539,"Quality of railroad infrastructure","value","5.045"
2434,"GATS trade in services commitments (by member/sector): Transport Services - Rail Transport Services","presence","5.045"
3960,"Cross-border transportation index","value","5.045"
2987,"ICT use in business by location type: proportion of urban businesses with a local area network (LAN)","value","5.045"
2483,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services","presence","5.045"
28138,"Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary","Percent","5.045"
538,"Quality of roads","rank","5.046"
172,"Can nonpregnant and nonnursing women work in jobs deemed morally or socially inappropriate in the same way as men?","value","5.046"
2973,"ICT use in business by location type: proportion of urban businesses with a web presence","value","5.046"
3961,"Time to obtain cross-border licenses","number_of_days","5.046"
28140,"Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary","Percent","5.046"
2437,"GATS trade in services commitments (by member/sector): Transport Services - Services auxiliary to all modes of transport","presence","5.046"
2548,"Applied regimes affecting market access for trade in services: Transport Services - Pipeline Transport","presence","5.046"
2486,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Maritime Transport Services","presence","5.046"
537,"Quality of roads","value","5.046"
178,"Can nonpregnant and nonnursing women work in metalworking in the same way as men?","value","5.047"
659,"Redundancy costs, weeks of salary","value","5.047"
3962,"Cost to obtain cross-border licenses","% income per capita","5.047"
660,"Redundancy costs, weeks of salary","rank","5.047"
2989,"ICT use in business by location type: proportion of urban businesses with an extranet","value","5.047"
2427,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services","presence","5.047"
2543,"Applied regimes affecting market access for trade in services: Transport Services - Internal Waterways Transport","presence","5.047"
2489,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Space Transport","presence","5.047"
28141,"Fertility rate, total (births per woman)","Value","5.047"
2546,"Applied regimes affecting market access for trade in services: Transport Services - Rail Transport Services","presence","5.048"
702,"Regulation of securities exchanges, 1-7 (best)","rank","5.048"
174,"Can nonpregnant and nonnursing women work in mining in the same way as men?","value","5.048"
3963,"Water","rank","5.048"
2975,"ICT use in business by location type: proportion of urban businesses with an Intranet","value","5.048"
28158,"Global Gender Gap Economic Participation and Opportunity Subindex","Rank","5.048"
28159,"Global Gender Gap Economic Participation and Opportunity Subindex","Index","5.048"
2430,"GATS trade in services commitments (by member/sector): Transport Services - Maritime Transport Services","presence","5.048"
701,"Regulation of securities exchanges, 1-7 (best)","value","5.048"
2492,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Pipeline Transport","presence","5.048"
2549,"Applied regimes affecting market access for trade in services: Transport Services - Services auxiliary to all modes of transport","presence","5.049"
2943,"ICT use in business by location type: proportion of urban persons employed routinely using computers","value","5.049"
680,"Reliability of police services","rank","5.049"
2433,"GATS trade in services commitments (by member/sector): Transport Services - Space Transport","presence","5.049"
2488,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Air Transport Services","presence","5.049"
3964,"Water","dtf","5.049"
177,"Can non-pregnant and non-nursing women work in the same occupations as men?","value","5.049"
28160,"Global Gender Gap Educational Attainment Subindex","Rank","5.049"
679,"Reliability of police services","value","5.049"
28161,"Global Gender Gap Educational Attainment Subindex","Index","5.049"
169,"Can non-pregnant and non-nursing women work the same night hours as men?","value","5.050"
28162,"Global Gender Gap Health and Survival Subindex","Rank","5.050"
2544,"Applied regimes affecting market access for trade in services: Transport Services - Air Transport Services","presence","5.050"
28163,"Global Gender Gap Health and Survival Subindex","Index","5.050"
2491,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Road Transport Services","presence","5.050"
573,"Reliance on professional management, 1-7 (best)","value","5.050"
3965,"Integrated water resource management index","value","5.050"
2436,"GATS trade in services commitments (by member/sector): Transport Services - Pipeline Transport","presence","5.050"
574,"Reliance on professional management, 1-7 (best)","rank","5.050"
2971,"ICT use in business by location type: proportion of urban persons employed routinely using the Internet","value","5.050"
32647,"Global Innovation Index 2017","Score (0-100)","5.051"
564,"Secondary education enrollment gross %","rank","5.051"
2435,"GATS trade in services commitments (by member/sector): Transport Services - Road Transport Services","presence","5.051"
32646,"Global Innovation Index 2017","Rank","5.051"
111,"Do female and male surviving spouses have equal rights to inherit assets?","value","5.051"
563,"Secondary education enrollment gross %","value","5.051"
3966,"Individual water use for irrigation index","value","5.051"
2494,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Other Transport Services","presence","5.051"
2547,"Applied regimes affecting market access for trade in services: Transport Services - Road Transport Services","presence","5.051"
32649,"Innovation Efficiency Ratio 2017","Score (0-100)","5.052"
32648,"Innovation Efficiency Ratio 2017","Rank","5.052"
2438,"GATS trade in services commitments (by member/sector): Transport Services - Other Transport Services","presence","5.052"
531,"Soundness of banks, 1-7 (best)","value","5.052"
2550,"Applied regimes affecting market access for trade in services: Transport Services - Other Transport Services","presence","5.052"
101,"Do married couples jointly share legal responsibility for financially maintaining the family's expenses?'","value","5.052"
3967,"ICT","rank","5.052"
2493,"Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Services auxiliary to all modes of transport","presence","5.052"
532,"Soundness of banks, 1-7 (best)","rank","5.052"
32651,"Innovation Input Sub-index 2017","Score (0-100)","5.053"
694,"Strength of auditing and reporting standards","rank","5.053"
133,"Do microfinance institutions provide information to private credit bureaus or public credit registries?","value","5.053"
3968,"ICT","dtf","5.053"
32650,"Innovation Input Sub-index 2017","Rank","5.053"
693,"Strength of auditing and reporting standards","value","5.053"
194,"Do protection orders cover prohibition of contact and maintaining distance from the survivor?","value","5.054"
3969,"Information & communication technology index","value","5.054"
32652,"Innovation Output Sub-index 2017","Rank","5.054"
721,"Trade tariffs % duty","value","5.054"
722,"Trade tariffs % duty","rank","5.054"
32653,"Innovation Output Sub-index 2017","Score (0-100)","5.054"
192,"Do protection orders for domestic violence exist?","value","5.055"
617,"Tuberculosis cases/100,000 pop.","value","5.055"
32655,"Institutions 2017","Score (0-100)","5.055"
618,"Tuberculosis cases/100,000 pop.","rank","5.055"
32654,"Institutions 2017","Rank","5.055"
32656,"Political environment 2017","Rank","5.056"
193,"Do protection orders provide for removal of the perpetrator from the home?","value","5.056"
683,"Wastefulness of government spending","value","5.056"
684,"Wastefulness of government spending","rank","5.056"
32657,"Political environment 2017","Score (0-100)","5.056"
32659,"Political stability and absence of violence/terrorism 2017","Rank","5.057"
32658,"Political stability and absence of violence/terrorism 2017","Index","5.057"
32660,"Political stability and absence of violence/terrorism 2017","Score (0-100)","5.057"
708,"Willingness to delegate authority, 1-7 (best)","rank","5.057"
707,"Willingness to delegate authority, 1-7 (best)","value","5.057"
131,"Do retailers provide information to private credit bureaus or public credit registries?","value","5.057"
32663,"Government effectiveness 2017","Score (0-100)","5.058"
28582,"Export Share in Total Products ","value","5.058"
32661,"Government effectiveness 2017","Index","5.058"
110,"Do sons and daughters have equal rights to inherit assets from their parents?","value","5.058"
32662,"Government effectiveness 2017","Rank","5.058"
32664,"Regulatory environment 2017","Rank","5.059"
32665,"Regulatory environment 2017","Score (0-100)","5.059"
108,"Do unmarried men and unmarried women have equal ownership rights to property?","value","5.059"
32668,"Regulatory quality 2017","Score (0-100)","5.060"
32667,"Regulatory quality 2017","Rank","5.060"
132,"Do utility companies provide information to private credit bureaus or public credit registries?","value","5.060"
32666,"Regulatory quality 2017","Index","5.060"
32669,"Rule of law 2017","Index","5.061"
32671,"Rule of law 2017","Score (0-100)","5.061"
32670,"Rule of law 2017","Rank","5.061"
115,"Does a woman's testimony carry the same evidentiary weight in court as a man's? ","value","5.061"
32674,"Cost of redundancy dismissal 2017","Score (0-100)","5.062"
32673,"Cost of redundancy dismissal 2017","Rank","5.062"
188,"Does domestic violence legislation cover economic violence?","value","5.062"
32672,"Cost of redundancy dismissal 2017","Value","5.062"
32676,"Business environment 2017","Score (0-100)","5.063"
187,"Does domestic violence legislation cover emotional violence?","value","5.063"
32675,"Business environment 2017","Rank","5.063"
32679,"Ease of starting a business 2017","Score (0-100)","5.064"
32677,"Ease of starting a business 2017","Distance to Frontier","5.064"
32678,"Ease of starting a business 2017","Rank","5.064"
185,"Does domestic violence legislation cover physical violence?","value","5.064"
186,"Does domestic violence legislation cover sexual violence?","value","5.065"
32681,"Ease of resolving insolvency 2017","Rank","5.065"
32682,"Ease of resolving insolvency 2017","Score (0-100)","5.065"
32680,"Ease of resolving insolvency 2017","Distance to Frontier","5.065"
28578,"No Of Tariff Agreement","value","5.066"
32685,"Ease of paying taxes 2017","Score (0-100)","5.066"
32683,"Ease of paying taxes 2017","Distance to Frontier","5.066"
32684,"Ease of paying taxes 2017","Rank","5.066"
190,"Does domestic violence legislation protect former spouses?","value","5.066"
28577,"Number of export partners","value","5.067"
191,"Does domestic violence legislation protect unmarried intimate partners?","value","5.067"
32687,"Human capital and research 2017","Score (0-100)","5.067"
32686,"Human capital and research 2017","Rank","5.067"
32688,"Education 2017","Rank","5.068"
32689,"Education 2017","Score (0-100)","5.068"
28576,"Number of import partners","value","5.068"
209,"Does legislation explicitly criminalize marital rape?","value","5.068"
32690,"Expenditure on education 2017","Percent","5.069"
189,"Does legislation on domestic violence protect family members?","value","5.069"
32691,"Expenditure on education 2017","Rank","5.069"
32692,"Expenditure on education 2017","Score (0-100)","5.069"
28613,"Number of product (exports)","value","5.069"
28614,"Number of product (imports)","value","5.070"
32695,"Government expenditure on education per pupil, secondary 2017","Score (0-100)","5.070"
32694,"Government expenditure on education per pupil, secondary 2017","Rank","5.070"
66,"Does the Constitution contain a clause on equality? ","value","5.070"
32693,"Government expenditure on education per pupil, secondary 2017","Percent","5.070"
32696,"School life expectancy 2017","Value","5.071"
32698,"School life expectancy 2017","Score (0-100)","5.071"
32697,"School life expectancy 2017","Rank","5.071"
64,"Does the Constitution contain a clause on non-discrimination? '","value","5.071"
32701,"Assessment in reading, mathematics, and science 2017","Score (0-100)","5.072"
127,"Does the government provide a child allowance to parents?","value","5.072"
28583,"Share in Total Products ","value","5.072"
32699,"Assessment in reading, mathematics, and science 2017","Value","5.072"
32700,"Assessment in reading, mathematics, and science 2017","Rank","5.072"
32702,"Pupil-teacher ratio, secondary 2017","Ratio","5.073"
28610,"Taxes on exports (current LCU)","value","5.073"
126,"Does the government provide free and compulsory primary education?","value","5.073"
32704,"Pupil-teacher ratio, secondary 2017","Score (0-100)","5.073"
32703,"Pupil-teacher ratio, secondary 2017","Rank","5.073"
125,"Does the government support or provide childcare services?","value","5.074"
28611,"Taxes on goods and services (current LCU)","value","5.074"
32706,"Tertiary education 2017","Score (0-100)","5.074"
32705,"Tertiary education 2017","Rank","5.074"
32708,"Tertiary enrolment 2017","Rank","5.075"
156,"Does the law mandate equal remuneration for work of equal value?","value","5.075"
28612,"Taxes on international trade (current LCU)","value","5.075"
32709,"Tertiary enrolment 2017","Score (0-100)","5.075"
32707,"Tertiary enrolment 2017","Percent","5.075"
157,"Does the law mandate non-discrimination based on gender in hiring?'","value","5.076"
32711,"Graduates in science and engineering 2017","Rank","5.076"
32710,"Graduates in science and engineering 2017","Percent","5.076"
32712,"Graduates in science and engineering 2017","Score (0-100)","5.076"
32714,"Tertiary level inbound mobility 2017","Rank","5.077"
137,"Does the law mandate paid or unpaid maternity leave?","value","5.077"
32713,"Tertiary level inbound mobility 2017","Percent","5.077"
32715,"Tertiary level inbound mobility 2017","Score (0-100)","5.077"
32716,"Research and development (R&D) 2017","Rank","5.078"
139,"Does the law mandate paid or unpaid parental leave?","value","5.078"
32717,"Research and development (R&D) 2017","Score (0-100)","5.078"
32719,"Researchers 2017","Rank","5.079"
32720,"Researchers 2017","Score (0-100)","5.079"
32718,"Researchers 2017","Value","5.079"
138,"Does the law mandate paid or unpaid paternity leave?","value","5.079"
134,"Does the law prohibit discrimination by creditors on the basis of gender in access to credit?","value","5.080"
32721,"Gross expenditure on R&D (GERD) 2017","Percent","5.080"
32722,"Gross expenditure on R&D (GERD) 2017","Rank","5.080"
32723,"Gross expenditure on R&D (GERD) 2017","Score (0-100)","5.080"
32726,"Global R&D companies, average expenditure top 3 2017","Score (0-100)","5.081"
32724,"Global R&D companies, average expenditure top 3 2017","Value","5.081"
32725,"Global R&D companies, average expenditure top 3 2017","Rank","5.081"
135,"Does the law prohibit discrimination by creditors on the basis of marital status in access to credit?","value","5.081"
32728,"QS university ranking average score top 3 universities 2017","Rank","5.082"
32727,"QS university ranking average score top 3 universities 2017","Value","5.082"
32729,"QS university ranking average score top 3 universities 2017","Score (0-100)","5.082"
207,"Does the law prohibit or invalidate child or early marriage?","value","5.082"
32730,"Infrastructure 2017","Rank","5.083"
107,"Does the law provide for the valuation of non-monetary contributions?'","value","5.083"
32731,"Infrastructure 2017","Score (0-100)","5.083"
32733,"Information and communication technologies (ICTs) 2017","Score (0-100)","5.084"
113,"Does the law recognize customary courts?","value","5.084"
32732,"Information and communication technologies (ICTs) 2017","Rank","5.084"
32735,"ICT access 2017","Rank","5.085"
32734,"ICT access 2017","Index","5.085"
32736,"ICT access 2017","Score (0-100)","5.085"
114,"Does the law recognize personal law courts?","value","5.085"
32738,"ICT use 2017","Rank","5.086"
155,"How many days of paid parental leave must be taken by the father?","value","5.086"
32737,"ICT use 2017","Index","5.086"
32739,"ICT use 2017","Score (0-100)","5.086"
